"","word","freq","first_Nmin1","last","first","second"
"5179","i would recommend",5,"i would","recommend","i","would"
"5180","i would suggest",5,"i would","suggest","i","would"
"5181","i would take",5,"i would","take","i","would"
"5182","if at all",5,"if at","all","if","at"
"5183","if i ever",5,"if i","ever","if","i"
"5184","if i wanted",5,"if i","wanted","if","i"
"5185","if that was",5,"if that","was","if","that"
"5186","if there was",5,"if there","was","if","there"
"5187","if they are",5,"if they","are","if","they"
"5188","if they have",5,"if they","have","if","they"
"5189","if they were",5,"if they","were","if","they"
"5190","if this is",5,"if this","is","if","this"
"5191","if u r",5,"if u","r","if","u"
"5192","if u want",5,"if u","want","if","u"
"5193","if we could",5,"if we","could","if","we"
"5194","if we want",5,"if we","want","if","we"
"5195","if you ask",5,"if you","ask","if","you"
"5196","if you follow",5,"if you","follow","if","you"
"5197","if you followed",5,"if you","followed","if","you"
"5198","if you go",5,"if you","go","if","you"
"5199","if you love",5,"if you","love","if","you"
"5200","if you take",5,"if you","take","if","you"
"5201","if you use",5,"if you","use","if","you"
"5202","if you wanna",5,"if you","wanna","if","you"
"5203","if you will",5,"if you","will","if","you"
"5204","im not going",5,"im not","going","im","not"
"5205","im not sure",5,"im not","sure","im","not"
"5206","im trying to",5,"im trying","to","im","trying"
"5207","in a lot",5,"in a","lot","in","a"
"5208","in a minute",5,"in a","minute","in","a"
"5209","in a nutshell",5,"in a","nutshell","in","a"
"5210","in a place",5,"in a","place","in","a"
"5211","in a variety",5,"in a","variety","in","a"
"5212","in a world",5,"in a","world","in","a"
"5213","in it was",5,"in it","was","in","it"
"5214","in las vegas",5,"in las","vegas","in","las"
"5215","in my face",5,"in my","face","in","my"
"5216","in my hands",5,"in my","hands","in","my"
"5217","in new jersey",5,"in new","jersey","in","new"
"5218","in some cases",5,"in some","cases","in","some"
"5219","in spite of",5,"in spite","of","in","spite"
"5220","in store for",5,"in store","for","in","store"
"5221","in the box",5,"in the","box","in","the"
"5222","in the desert",5,"in the","desert","in","the"
"5223","in the entire",5,"in the","entire","in","the"
"5224","in the eyes",5,"in the","eyes","in","the"
"5225","in the fall",5,"in the","fall","in","the"
"5226","in the freezer",5,"in the","freezer","in","the"
"5227","in the game",5,"in the","game","in","the"
"5228","in the garden",5,"in the","garden","in","the"
"5229","in the green",5,"in the","green","in","the"
"5230","in the hospital",5,"in the","hospital","in","the"
"5231","in the kitchen",5,"in the","kitchen","in","the"
"5232","in the near",5,"in the","near","in","the"
"5233","in the news",5,"in the","news","in","the"
"5234","in the park",5,"in the","park","in","the"
"5235","in the pool",5,"in the","pool","in","the"
"5236","in the real",5,"in the","real","in","the"
"5237","in the state",5,"in the","state","in","the"
"5238","in the streets",5,"in the","streets","in","the"
"5239","in the summer",5,"in the","summer","in","the"
"5240","in the sun",5,"in the","sun","in","the"
"5241","in the video",5,"in the","video","in","the"
"5242","in those days",5,"in those","days","in","those"
"5243","in two weeks",5,"in two","weeks","in","two"
"5244","in washington dc",5,"in washington","dc","in","washington"
"5245","in which to",5,"in which","to","in","which"
"5246","in with the",5,"in with","the","in","with"
"5247","in your mouth",5,"in your","mouth","in","your"
"5248","incorporated in item",5,"incorporated in","item","incorporated","in"
"5249","information about the",5,"information about","the","information","about"
"5250","inspired me to",5,"inspired me","to","inspired","me"
"5251","into my head",5,"into my","head","into","my"
"5252","is a bad",5,"is a","bad","is","a"
"5253","is a difference",5,"is a","difference","is","a"
"5254","is a part",5,"is a","part","is","a"
"5255","is about the",5,"is about","the","is","about"
"5256","is actually a",5,"is actually","a","is","actually"
"5257","is all good",5,"is all","good","is","all"
"5258","is an awesome",5,"is an","awesome","is","an"
"5259","is an excellent",5,"is an","excellent","is","an"
"5260","is an interesting",5,"is an","interesting","is","an"
"5261","is better to",5,"is better","to","is","better"
"5262","is designed to",5,"is designed","to","is","designed"
"5263","is due to",5,"is due","to","is","due"
"5264","is filled with",5,"is filled","with","is","filled"
"5265","is great for",5,"is great","for","is","great"
"5266","is happening in",5,"is happening","in","is","happening"
"5267","is in my",5,"is in","my","is","in"
"5268","is it is",5,"is it","is","is","it"
"5269","is it possible",5,"is it","possible","is","it"
"5270","is just as",5,"is just","as","is","just"
"5271","is just the",5,"is just","the","is","just"
"5272","is like the",5,"is like","the","is","like"
"5273","is like to",5,"is like","to","is","like"
"5274","is likely to",5,"is likely","to","is","likely"
"5275","is made from",5,"is made","from","is","made"
"5276","is my life",5,"is my","life","is","my"
"5277","is nice and",5,"is nice","and","is","nice"
"5278","is no more",5,"is no","more","is","no"
"5279","is no place",5,"is no","place","is","no"
"5280","is not about",5,"is not","about","is","not"
"5281","is not in",5,"is not","in","is","not"
"5282","is not my",5,"is not","my","is","not"
"5283","is not too",5,"is not","too","is","not"
"5284","is now the",5,"is now","the","is","now"
"5285","is on your",5,"is on","your","is","on"
"5286","is out of",5,"is out","of","is","out"
"5287","is so beautiful",5,"is so","beautiful","is","so"
"5288","is so cool",5,"is so","cool","is","so"
"5289","is still in",5,"is still","in","is","still"
"5290","is still out",5,"is still","out","is","still"
"5291","is that we",5,"is that","we","is","that"
"5292","is the end",5,"is the","end","is","the"
"5293","is the result",5,"is the","result","is","the"
"5294","is too much",5,"is too","much","is","too"
"5295","is true but",5,"is true","but","is","true"
"5296","is up for",5,"is up","for","is","up"
"5297","is what my",5,"is what","my","is","what"
"5298","is when you",5,"is when","you","is","when"
"5299","is working on",5,"is working","on","is","working"
"5300","it a great",5,"it a","great","it","a"
"5301","it am not",5,"it am","not","it","am"
"5302","it came from",5,"it came","from","it","came"
"5303","it came out",5,"it came","out","it","came"
"5304","it doesnt matter",5,"it doesnt","matter","it","doesnt"
"5305","it every day",5,"it every","day","it","every"
"5306","it feels good",5,"it feels","good","it","feels"
"5307","it from a",5,"it from","a","it","from"
"5308","it i think",5,"it i","think","it","i"
"5309","it i would",5,"it i","would","it","i"
"5310","it into a",5,"it into","a","it","into"
"5311","it into the",5,"it into","the","it","into"
"5312","it is at",5,"it is","at","it","is"
"5313","it is fun",5,"it is","fun","it","is"
"5314","it is getting",5,"it is","getting","it","is"
"5315","it is gone",5,"it is","gone","it","is"
"5316","it is ironic",5,"it is","ironic","it","is"
"5317","it is official",5,"it is","official","it","is"
"5318","it is okay",5,"it is","okay","it","is"
"5319","it is super",5,"it is","super","it","is"
"5320","it is your",5,"it is","your","it","is"
"5321","it just makes",5,"it just","makes","it","just"
"5322","it look like",5,"it look","like","it","look"
"5323","it makes sense",5,"it makes","sense","it","makes"
"5324","it on a",5,"it on","a","it","on"
"5325","it right now",5,"it right","now","it","right"
"5326","it seems to",5,"it seems","to","it","seems"
"5327","it up a",5,"it up","a","it","up"
"5328","it up and",5,"it up","and","it","up"
"5329","it up for",5,"it up","for","it","up"
"5330","it was almost",5,"it was","almost","it","was"
"5331","it was also",5,"it was","also","it","was"
"5332","it was clear",5,"it was","clear","it","was"
"5333","it was i",5,"it was","i","it","was"
"5334","it was me",5,"it was","me","it","was"
"5335","it was on",5,"it was","on","it","was"
"5336","it was pretty",5,"it was","pretty","it","was"
"5337","it was quite",5,"it was","quite","it","was"
"5338","it will help",5,"it will","help","it","will"
"5339","it with a",5,"it with","a","it","with"
"5340","it with my",5,"it with","my","it","with"
"5341","it would not",5,"it would","not","it","would"
"5342","it would seem",5,"it would","seem","it","would"
"5343","its going to",5,"its going","to","its","going"
"5344","its not just",5,"its not","just","its","not"
"5345","job at the",5,"job at","the","job","at"
"5346","just a bit",5,"just a","bit","just","a"
"5347","just had to",5,"just had","to","just","had"
"5348","just in case",5,"just in","case","just","in"
"5349","just left the",5,"just left","the","just","left"
"5350","just like you",5,"just like","you","just","like"
"5351","just one more",5,"just one","more","just","one"
"5352","just signed up",5,"just signed","up","just","signed"
"5353","just take a",5,"just take","a","just","take"
"5354","just to see",5,"just to","see","just","to"
"5355","keep you posted",5,"keep you","posted","keep","you"
"5356","know exactly what",5,"know exactly","what","know","exactly"
"5357","know i was",5,"know i","was","know","i"
"5358","know is that",5,"know is","that","know","is"
"5359","know of a",5,"know of","a","know","of"
"5360","know that the",5,"know that","the","know","that"
"5361","know we are",5,"know we","are","know","we"
"5362","know we have",5,"know we","have","know","we"
"5363","know what that",5,"know what","that","know","what"
"5364","know when you",5,"know when","you","know","when"
"5365","know where i",5,"know where","i","know","where"
"5366","know why i",5,"know why","i","know","why"
"5367","ladies and gentlemen",5,"ladies and","gentlemen","ladies","and"
"5368","last night for",5,"last night","for","last","night"
"5369","last night it",5,"last night","it","last","night"
"5370","last night we",5,"last night","we","last","night"
"5371","last night with",5,"last night","with","last","night"
"5372","last of the",5,"last of","the","last","of"
"5373","last thing i",5,"last thing","i","last","thing"
"5374","last week and",5,"last week","and","last","week"
"5375","last year and",5,"last year","and","last","year"
"5376","learn how to",5,"learn how","to","learn","how"
"5377","learned a lot",5,"learned a","lot","learned","a"
"5378","learning how to",5,"learning how","to","learning","how"
"5379","let me see",5,"let me","see","let","me"
"5380","let us be",5,"let us","be","let","us"
"5381","let us hope",5,"let us","hope","let","us"
"5382","let us not",5,"let us","not","let","us"
"5383","life and death",5,"life and","death","life","and"
"5384","life in the",5,"life in","the","life","in"
"5385","life is good",5,"life is","good","life","is"
"5386","life is so",5,"life is","so","life","is"
"5387","life it is",5,"life it","is","life","it"
"5388","life of the",5,"life of","the","life","of"
"5389","like a lot",5,"like a","lot","like","a"
"5390","like i did",5,"like i","did","like","i"
"5391","like the idea",5,"like the","idea","like","the"
"5392","like to do",5,"like to","do","like","to"
"5393","like to get",5,"like to","get","like","to"
"5394","like to have",5,"like to","have","like","to"
"5395","like to share",5,"like to","share","like","to"
"5396","like we have",5,"like we","have","like","we"
"5397","list of things",5,"list of","things","list","of"
"5398","listening to a",5,"listening to","a","listening","to"
"5399","little more than",5,"little more","than","little","more"
"5400","live up to",5,"live up","to","live","up"
"5401","living in the",5,"living in","the","living","in"
"5402","lol i know",5,"lol i","know","lol","i"
"5403","long day of",5,"long day","of","long","day"
"5404","look at her",5,"look at","her","look","at"
"5405","look at you",5,"look at","you","look","at"
"5406","look like the",5,"look like","the","look","like"
"5407","look out for",5,"look out","for","look","out"
"5408","looks like it",5,"looks like","it","looks","like"
"5409","looks like this",5,"looks like","this","looks","like"
"5410","lot of money",5,"lot of","money","lot","of"
"5411","lot of things",5,"lot of","things","lot","of"
"5412","lot of work",5,"lot of","work","lot","of"
"5413","love a good",5,"love a","good","love","a"
"5414","love for the",5,"love for","the","love","for"
"5415","love it when",5,"love it","when","love","it"
"5416","love love love",5,"love love","love","love","love"
"5417","love you guys",5,"love you","guys","love","you"
"5418","love you more",5,"love you","more","love","you"
"5419","lucky enough to",5,"lucky enough","to","lucky","enough"
"5420","luther king jr",5,"luther king","jr","luther","king"
"5421","made me think",5,"made me","think","made","me"
"5422","made up of",5,"made up","of","made","up"
"5423","make it in",5,"make it","in","make","it"
"5424","make sure it",5,"make sure","it","make","sure"
"5425","make sure that",5,"make sure","that","make","sure"
"5426","makes it a",5,"makes it","a","makes","it"
"5427","manage to get",5,"manage to","get","manage","to"
"5428","many of my",5,"many of","my","many","of"
"5429","may be in",5,"may be","in","may","be"
"5430","may have to",5,"may have","to","may","have"
"5431","may need to",5,"may need","to","may","need"
"5432","maybe i am",5,"maybe i","am","maybe","i"
"5433","me as a",5,"me as","a","me","as"
"5434","me at the",5,"me at","the","me","at"
"5435","me feel like",5,"me feel","like","me","feel"
"5436","me for a",5,"me for","a","me","for"
"5437","me i want",5,"me i","want","me","i"
"5438","me in a",5,"me in","a","me","in"
"5439","me it was",5,"me it","was","me","it"
"5440","me on facebook",5,"me on","facebook","me","on"
"5441","me that you",5,"me that","you","me","that"
"5442","me think of",5,"me think","of","me","think"
"5443","me to do",5,"me to","do","me","to"
"5444","me to use",5,"me to","use","me","to"
"5445","me what to",5,"me what","to","me","what"
"5446","merry christmas everyone",5,"merry christmas","everyone","merry","christmas"
"5447","mi run with",5,"mi run","with","mi","run"
"5448","might have to",5,"might have","to","might","have"
"5449","mom and i",5,"mom and","i","mom","and"
"5450","month i am",5,"month i","am","month","i"
"5451","more information about",5,"more information","about","more","information"
"5452","more to do",5,"more to","do","more","to"
"5453","most important thing",5,"most important","thing","most","important"
"5454","most of our",5,"most of","our","most","of"
"5455","much better than",5,"much better","than","much","better"
"5456","much fun to",5,"much fun","to","much","fun"
"5457","much i am",5,"much i","am","much","i"
"5458","must be the",5,"must be","the","must","be"
"5459","my dad was",5,"my dad","was","my","dad"
"5460","my favorite things",5,"my favorite","things","my","favorite"
"5461","my husband and",5,"my husband","and","my","husband"
"5462","my kids are",5,"my kids","are","my","kids"
"5463","my life and",5,"my life","and","my","life"
"5464","my life would",5,"my life","would","my","life"
"5465","my new followers",5,"my new","followers","my","new"
"5466","my sister and",5,"my sister","and","my","sister"
"5467","my th tweet",5,"my th","tweet","my","th"
"5468","my way back",5,"my way","back","my","way"
"5469","need a drink",5,"need a","drink","need","a"
"5470","need to leave",5,"need to","leave","need","to"
"5471","need to start",5,"need to","start","need","to"
"5472","never had a",5,"never had","a","never","had"
"5473","new ways to",5,"new ways","to","new","ways"
"5474","new year to",5,"new year","to","new","year"
"5475","news of the",5,"news of","the","news","of"
"5476","next few weeks",5,"next few","weeks","next","few"
"5477","night i had",5,"night i","had","night","i"
"5478","night i was",5,"night i","was","night","i"
"5479","no longer a",5,"no longer","a","no","longer"
"5480","no need to",5,"no need","to","no","need"
"5481","no one can",5,"no one","can","no","one"
"5482","no one has",5,"no one","has","no","one"
"5483","no one wants",5,"no one","wants","no","one"
"5484","no one was",5,"no one","was","no","one"
"5485","none of them",5,"none of","them","none","of"
"5486","not a bad",5,"not a","bad","not","a"
"5487","not a big",5,"not a","big","not","a"
"5488","not a very",5,"not a","very","not","a"
"5489","not able to",5,"not able","to","not","able"
"5490","not all of",5,"not all","of","not","all"
"5491","not allowed to",5,"not allowed","to","not","allowed"
"5492","not an option",5,"not an","option","not","an"
"5493","not as bad",5,"not as","bad","not","as"
"5494","not be in",5,"not be","in","not","be"
"5495","not because i",5,"not because","i","not","because"
"5496","not believe it",5,"not believe","it","not","believe"
"5497","not decide if",5,"not decide","if","not","decide"
"5498","not do anything",5,"not do","anything","not","do"
"5499","not do that",5,"not do","that","not","do"
"5500","not do the",5,"not do","the","not","do"
"5501","not even the",5,"not even","the","not","even"
"5502","not forget that",5,"not forget","that","not","forget"
"5503","not good enough",5,"not good","enough","not","good"
"5504","not help it",5,"not help","it","not","help"
"5505","not in a",5,"not in","a","not","in"
"5506","not it be",5,"not it","be","not","it"
"5507","not just the",5,"not just","the","not","just"
"5508","not know that",5,"not know","that","not","know"
"5509","not know who",5,"not know","who","not","know"
"5510","not make a",5,"not make","a","not","make"
"5511","not make me",5,"not make","me","not","make"
"5512","not on the",5,"not on","the","not","on"
"5513","not one of",5,"not one","of","not","one"
"5514","not see you",5,"not see","you","not","see"
"5515","not sure why",5,"not sure","why","not","sure"
"5516","not too much",5,"not too","much","not","too"
"5517","not trying to",5,"not trying","to","not","trying"
"5518","not wanna go",5,"not wanna","go","not","wanna"
"5519","not want a",5,"not want","a","not","want"
"5520","not you just",5,"not you","just","not","you"
"5521","note to self",5,"note to","self","note","to"
"5522","nothing like a",5,"nothing like","a","nothing","like"
"5523","nothing wrong with",5,"nothing wrong","with","nothing","wrong"
"5524","now and i",5,"now and","i","now","and"
"5525","now at the",5,"now at","the","now","at"
"5526","now i really",5,"now i","really","now","i"
"5527","number of years",5,"number of","years","number","of"
"5528","of a few",5,"of a","few","of","a"
"5529","of a woman",5,"of a","woman","of","a"
"5530","of life and",5,"of life","and","of","life"
"5531","of millions of",5,"of millions","of","of","millions"
"5532","of my favorites",5,"of my","favorites","of","my"
"5533","of my new",5,"of my","new","of","my"
"5534","of olive oil",5,"of olive","oil","of","olive"
"5535","of people in",5,"of people","in","of","people"
"5536","of people who",5,"of people","who","of","people"
"5537","of the biggest",5,"of the","biggest","of","the"
"5538","of the books",5,"of the","books","of","the"
"5539","of the city",5,"of the","city","of","the"
"5540","of the country",5,"of the","country","of","the"
"5541","of the earth",5,"of the","earth","of","the"
"5542","of the many",5,"of the","many","of","the"
"5543","of the modern",5,"of the","modern","of","the"
"5544","of the novel",5,"of the","novel","of","the"
"5545","of the past",5,"of the","past","of","the"
"5546","of the real",5,"of the","real","of","the"
"5547","of the state",5,"of the","state","of","the"
"5548","of the sun",5,"of the","sun","of","the"
"5549","of the town",5,"of the","town","of","the"
"5550","of the tunnel",5,"of the","tunnel","of","the"
"5551","of the water",5,"of the","water","of","the"
"5552","of the weather",5,"of the","weather","of","the"
"5553","of them and",5,"of them","and","of","them"
"5554","of these things",5,"of these","things","of","these"
"5555","of things i",5,"of things","i","of","things"
"5556","of things that",5,"of things","that","of","things"
"5557","of those days",5,"of those","days","of","those"
"5558","of time for",5,"of time","for","of","time"
"5559","of time to",5,"of time","to","of","time"
"5560","of us to",5,"of us","to","of","us"
"5561","of which the",5,"of which","the","of","which"
"5562","of years ago",5,"of years","ago","of","years"
"5563","of your own",5,"of your","own","of","your"
"5564","off for the",5,"off for","the","off","for"
"5565","off in the",5,"off in","the","off","in"
"5566","ok i am",5,"ok i","am","ok","i"
"5567","ok so i",5,"ok so","i","ok","so"
"5568","ok that is",5,"ok that","is","ok","that"
"5569","on a new",5,"on a","new","on","a"
"5570","on a saturday",5,"on a","saturday","on","a"
"5571","on all the",5,"on all","the","on","all"
"5572","on any of",5,"on any","of","on","any"
"5573","on both sides",5,"on both","sides","on","both"
"5574","on fire and",5,"on fire","and","on","fire"
"5575","on his way",5,"on his","way","on","his"
"5576","on may th",5,"on may","th","on","may"
"5577","on my birthday",5,"on my","birthday","on","my"
"5578","on my mind",5,"on my","mind","on","my"
"5579","on my tl",5,"on my","tl","on","my"
"5580","on my twitter",5,"on my","twitter","on","my"
"5581","on over to",5,"on over","to","on","over"
"5582","on the air",5,"on the","air","on","the"
"5583","on the basis",5,"on the","basis","on","the"
"5584","on the blog",5,"on the","blog","on","the"
"5585","on the bottom",5,"on the","bottom","on","the"
"5586","on the earth",5,"on the","earth","on","the"
"5587","on the grill",5,"on the","grill","on","the"
"5588","on the last",5,"on the","last","on","the"
"5589","on the left",5,"on the","left","on","the"
"5590","on the list",5,"on the","list","on","the"
"5591","on the market",5,"on the","market","on","the"
"5592","on the plane",5,"on the","plane","on","the"
"5593","on the third",5,"on the","third","on","the"
"5594","on the world",5,"on the","world","on","the"
"5595","once a day",5,"once a","day","once","a"
"5596","once again i",5,"once again","i","once","again"
"5597","one by one",5,"one by","one","one","by"
"5598","one day and",5,"one day","and","one","day"
"5599","one day you",5,"one day","you","one","day"
"5600","one of your",5,"one of","your","one","of"
"5601","one on the",5,"one on","the","one","on"
"5602","one with the",5,"one with","the","one","with"
"5603","only way to",5,"only way","to","only","way"
"5604","or if you",5,"or if","you","or","if"
"5605","or the other",5,"or the","other","or","the"
"5606","our living room",5,"our living","room","our","living"
"5607","our new followers",5,"our new","followers","our","new"
"5608","out by the",5,"out by","the","out","by"
"5609","out of there",5,"out of","there","out","of"
"5610","out the new",5,"out the","new","out","the"
"5611","out the window",5,"out the","window","out","the"
"5612","out there i",5,"out there","i","out","there"
"5613","out when i",5,"out when","i","out","when"
"5614","over medium heat",5,"over medium","heat","over","medium"
"5615","over my head",5,"over my","head","over","my"
"5616","part in the",5,"part in","the","part","in"
"5617","part of that",5,"part of","that","part","of"
"5618","part of this",5,"part of","this","part","of"
"5619","past few weeks",5,"past few","weeks","past","few"
"5620","pay attention to",5,"pay attention","to","pay","attention"
"5621","people have been",5,"people have","been","people","have"
"5622","people like you",5,"people like","you","people","like"
"5623","people to be",5,"people to","be","people","to"
"5624","perhaps it is",5,"perhaps it","is","perhaps","it"
"5625","period of time",5,"period of","time","period","of"
"5626","picked up the",5,"picked up","the","picked","up"
"5627","piece of my",5,"piece of","my","piece","of"
"5628","plan is to",5,"plan is","to","plan","is"
"5629","please feel free",5,"please feel","free","please","feel"
"5630","point of view",5,"point of","view","point","of"
"5631","preparation for the",5,"preparation for","the","preparation","for"
"5632","prior to the",5,"prior to","the","prior","to"
"5633","proud of her",5,"proud of","her","proud","of"
"5634","put it back",5,"put it","back","put","it"
"5635","quickly as possible",5,"quickly as","possible","quickly","as"
"5636","ran out of",5,"ran out","of","ran","out"
"5637","rather than later",5,"rather than","later","rather","than"
"5638","read a book",5,"read a","book","read","a"
"5639","read the bible",5,"read the","bible","read","the"
"5640","really appreciate it",5,"really appreciate","it","really","appreciate"
"5641","reason why i",5,"reason why","i","reason","why"
"5642","refer to the",5,"refer to","the","refer","to"
"5643","related to the",5,"related to","the","related","to"
"5644","result of a",5,"result of","a","result","of"
"5645","right about now",5,"right about","now","right","about"
"5646","right next to",5,"right next","to","right","next"
"5647","rock and roll",5,"rock and","roll","rock","and"
"5648","rt do not",5,"rt do","not","rt","do"
"5649","rt i have",5,"rt i","have","rt","i"
"5650","rt i will",5,"rt i","will","rt","i"
"5651","run out of",5,"run out","of","run","out"
"5652","s how is",5,"s how","is","s","how"
"5653","said he was",5,"said he","was","said","he"
"5654","said in a",5,"said in","a","said","in"
"5655","same time as",5,"same time","as","same","time"
"5656","say i do",5,"say i","do","say","i"
"5657","see if you",5,"see if","you","see","if"
"5658","see so many",5,"see so","many","see","so"
"5659","see that the",5,"see that","the","see","that"
"5660","send it to",5,"send it","to","send","it"
"5661","send me a",5,"send me","a","send","me"
"5662","send you a",5,"send you","a","send","you"
"5663","sense to me",5,"sense to","me","sense","to"
"5664","set up for",5,"set up","for","set","up"
"5665","share with you",5,"share with","you","share","with"
"5666","she did not",5,"she did","not","she","did"
"5667","she had been",5,"she had","been","she","had"
"5668","she is still",5,"she is","still","she","is"
"5669","she said i",5,"she said","i","she","said"
"5670","she said that",5,"she said","that","she","said"
"5671","she tried to",5,"she tried","to","she","tried"
"5672","she used to",5,"she used","to","she","used"
"5673","she wants to",5,"she wants","to","she","wants"
"5674","she will not",5,"she will","not","she","will"
"5675","should follow me",5,"should follow","me","should","follow"
"5676","since it is",5,"since it","is","since","it"
"5677","since it was",5,"since it","was","since","it"
"5678","sit in the",5,"sit in","the","sit","in"
"5679","so as to",5,"so as","to","so","as"
"5680","so easy to",5,"so easy","to","so","easy"
"5681","so far so",5,"so far","so","so","far"
"5682","so glad to",5,"so glad","to","so","glad"
"5683","so happy for",5,"so happy","for","so","happy"
"5684","so hard to",5,"so hard","to","so","hard"
"5685","so if i",5,"so if","i","so","if"
"5686","so out of",5,"so out","of","so","out"
"5687","so that we",5,"so that","we","so","that"
"5688","so very much",5,"so very","much","so","very"
"5689","some of his",5,"some of","his","some","of"
"5690","some of that",5,"some of","that","some","of"
"5691","some of which",5,"some of","which","some","of"
"5692","something in the",5,"something in","the","something","in"
"5693","sorry about that",5,"sorry about","that","sorry","about"
"5694","sorry i have",5,"sorry i","have","sorry","i"
"5695","special thanks to",5,"special thanks","to","special","thanks"
"5696","spot in the",5,"spot in","the","spot","in"
"5697","start to the",5,"start to","the","start","to"
"5698","starts at pm",5,"starts at","pm","starts","at"
"5699","still love you",5,"still love","you","still","love"
"5700","still on the",5,"still on","the","still","on"
"5701","stop by for",5,"stop by","for","stop","by"
"5702","stop by the",5,"stop by","the","stop","by"
"5703","stop trying to",5,"stop trying","to","stop","trying"
"5704","stuck in my",5,"stuck in","my","stuck","in"
"5705","stuff on the",5,"stuff on","the","stuff","on"
"5706","such a wonderful",5,"such a","wonderful","such","a"
"5707","such as this",5,"such as","this","such","as"
"5708","supposed to do",5,"supposed to","do","supposed","to"
"5709","sure i am",5,"sure i","am","sure","i"
"5710","sure it is",5,"sure it","is","sure","it"
"5711","sure you are",5,"sure you","are","sure","you"
"5712","sure you have",5,"sure you","have","sure","you"
"5713","take a break",5,"take a","break","take","a"
"5714","take a long",5,"take a","long","take","a"
"5715","take a picture",5,"take a","picture","take","a"
"5716","take some time",5,"take some","time","take","some"
"5717","taking a break",5,"taking a","break","taking","a"
"5718","taking care of",5,"taking care","of","taking","care"
"5719","talk about it",5,"talk about","it","talk","about"
"5720","talked about the",5,"talked about","the","talked","about"
"5721","talking to me",5,"talking to","me","talking","to"
"5722","taste of the",5,"taste of","the","taste","of"
"5723","tell me about",5,"tell me","about","tell","me"
"5724","tell me why",5,"tell me","why","tell","me"
"5725","tell you i",5,"tell you","i","tell","you"
"5726","tell you what",5,"tell you","what","tell","you"
"5727","than anything else",5,"than anything","else","than","anything"
"5728","than it is",5,"than it","is","than","it"
"5729","than it was",5,"than it","was","than","it"
"5730","thanks for asking",5,"thanks for","asking","thanks","for"
"5731","thanks for helping",5,"thanks for","helping","thanks","for"
"5732","thanks for making",5,"thanks for","making","thanks","for"
"5733","thanks to my",5,"thanks to","my","thanks","to"
"5734","that a lot",5,"that a","lot","that","a"
"5735","that all of",5,"that all","of","that","all"
"5736","that are not",5,"that are","not","that","are"
"5737","that as well",5,"that as","well","that","as"
"5738","that could be",5,"that could","be","that","could"
"5739","that has to",5,"that has","to","that","has"
"5740","that have been",5,"that have","been","that","have"
"5741","that i found",5,"that i","found","that","i"
"5742","that i like",5,"that i","like","that","i"
"5743","that i really",5,"that i","really","that","i"
"5744","that is very",5,"that is","very","that","is"
"5745","that ive been",5,"that ive","been","that","ive"
"5746","that make me",5,"that make","me","that","make"
"5747","that may be",5,"that may","be","that","may"
"5748","that moment when",5,"that moment","when","that","moment"
"5749","that of the",5,"that of","the","that","of"
"5750","that they will",5,"that they","will","that","they"
"5751","that thing that",5,"that thing","that","that","thing"
"5752","that was just",5,"that was","just","that","was"
"5753","that what i",5,"that what","i","that","what"
"5754","that would make",5,"that would","make","that","would"
"5755","that would not",5,"that would","not","that","would"
"5756","that you know",5,"that you","know","that","you"
"5757","that you would",5,"that you","would","that","you"
"5758","the basis of",5,"the basis","of","the","basis"
"5759","the best in",5,"the best","in","the","best"
"5760","the best time",5,"the best","time","the","best"
"5761","the book i",5,"the book","i","the","book"
"5762","the book is",5,"the book","is","the","book"
"5763","the bus to",5,"the bus","to","the","bus"
"5764","the catholic church",5,"the catholic","church","the","catholic"
"5765","the center of",5,"the center","of","the","center"
"5766","the church is",5,"the church","is","the","church"
"5767","the cold war",5,"the cold","war","the","cold"
"5768","the cost of",5,"the cost","of","the","cost"
"5769","the crap out",5,"the crap","out","the","crap"
"5770","the desire to",5,"the desire","to","the","desire"
"5771","the differences between",5,"the differences","between","the","differences"
"5772","the door and",5,"the door","and","the","door"
"5773","the early s",5,"the early","s","the","early"
"5774","the east coast",5,"the east","coast","the","east"
"5775","the end it",5,"the end","it","the","end"
"5776","the existence of",5,"the existence","of","the","existence"
"5777","the feeling of",5,"the feeling","of","the","feeling"
"5778","the follow back",5,"the follow","back","the","follow"
"5779","the freedom to",5,"the freedom","to","the","freedom"
"5780","the hand of",5,"the hand","of","the","hand"
"5781","the hands of",5,"the hands","of","the","hands"
"5782","the head of",5,"the head","of","the","head"
"5783","the heads up",5,"the heads","up","the","heads"
"5784","the help of",5,"the help","of","the","help"
"5785","the joy of",5,"the joy","of","the","joy"
"5786","the key to",5,"the key","to","the","key"
"5787","the kids are",5,"the kids","are","the","kids"
"5788","the last couple",5,"the last","couple","the","last"
"5789","the last year",5,"the last","year","the","last"
"5790","the law of",5,"the law","of","the","law"
"5791","the little things",5,"the little","things","the","little"
"5792","the look of",5,"the look","of","the","look"
"5793","the lord and",5,"the lord","and","the","lord"
"5794","the lord is",5,"the lord","is","the","lord"
"5795","the lucky one",5,"the lucky","one","the","lucky"
"5796","the moment i",5,"the moment","i","the","moment"
"5797","the most powerful",5,"the most","powerful","the","most"
"5798","the names of",5,"the names","of","the","names"
"5799","the near future",5,"the near","future","the","near"
"5800","the need to",5,"the need","to","the","need"
"5801","the new jersey",5,"the new","jersey","the","new"
